ticker,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,logo_url,zip
EKGYO.IS,Real Estate,826.0,"In 1953, a mentality that would lead the urbanization efforts of a country and improve the people's life quality was born. In that year, Emlak Konut, the deep-rooted brand of the construction industry, started its journey of success. The corporate vision was decided to build environmentally conscious modern cities that add comfort to human life. With this purpose, Emlak Konut became the architect of many innovative practices in the industry. Emlak Konut delivered many projects leaving a good example and traces for planned urbanization in our country. It built the most innovative neighborhoods of its era with projects so large that even their surroundings were named after them. This stable growth brought up a significant milestone as well. In 2002, Emlak Konut turned into a real estate investment company. This transformation was the herald for the giant projects, barnburners and becoming an even bigger company. After the establishment of the real estate investment company, Emlak Konut initiated 139 new projects that would have a broad effect on the world, embody environmentally conscious technologies and add value to cities. The number of units built and tendered since 2003 has reached 129.000 Emlak Konut went public twice, crowning its fast growth and taking its targets to wider horizons. The initial public offering which took place in 2010, ranked among the top 5 public offerings in the Republic's history. The second one, in 2013, became the greatest real estate public offering in the last 5 years in Europe. Growing with public offerings, Emlak Konut strengthens its place among the largest companies in Turkey with its paid-in capital of TRY 3,8 billion and its total value of assets of TRY 24,8 billion. Since its foundation, Emlak Konut has been taking firm steps towards the future with its increasing momentum, human-oriented corporate culture and its latest state. It is getting closer and closer to its goal of becoming Turkey's pride as a global player in the world.",Istanbul,90-216-5791515,Turkey,[],https://www.emlakkonut.com.tr,1.0,Barbaros Mahallesi,90-216-4564875,REIT—Residential,Mor Sümbül Sok. No:7/2 B,0.27534,0.26187,0.39594,2490156032.0,0.126,0.27139,2190852096.0,,buy,2131207000.0,2793772032.0,,4.98,0.462,1.776,0.04062,,,32.814,0.13061,,6123629056.0,5515442176.0,7956865024.0,1.664,TRY,2.152,0.471,2.0,IST,EMLAK KONUT GMYO,Emlak Konut Gayrimenkul Yatirim Ortakligi A.S.,Europe/Istanbul,TRST,False,10800000,,EQUITY,EKGYO.IS,,,finmb_62418176,,tr_market,,1.778,,6.459,1.4117646,,0.46,,3661120000.0,,,,4.567,,,,1640908800.0,0.06968,2083704064.0,0.58,0.1027,-0.13021445,1.0904313,0.49338,1703980800.0,,1656547200.0,,,1864684237.0,0.832051,14151166976.0,4.0,,,,,1650844800.0,,0.513,2.291402,,,,10.826087,,,,0.0,,,4.88,4.92,2.6749,0.021106556,0.1834,,5.14,,501379347.0,4.88,3.3388,0.103,4.92,,501379347.0,,,0.1,1650844800.0,,,4.92,TRY,8.586207,520703984.0,,,,18232377344.0,,,384682454.0,4.92,4.99,0.0,520703984.0,5.14,,,1.74,4.98,False,0.0255,0.0,5.14,,4.98,https://logo.clearbit.com/emlakkonut.com.tr,34738
ENJSA.IS,Utilities,11461.0,"Enerjisa Enerji A.S. provides electricity distribution, retail sales, and customer solutions in Turkey. The company operates in two segments, Electricity Distribution and Retail. The Electricity Distribution segment engages in the transmission of electricity over lines to the end users through distribution networks. The Retail segment conducts retail sale of electricity. As of December 31, 2021, the company had 11.7 million distribution network connection points and approximately 10.3 million customers within 14 provinces across 3 distribution regions. It also offers electric vehicles and charging stations equipment services. The company was incorporated in 1996 and is headquartered in Istanbul, Turkey.",Istanbul,90 216 579 05 00,Turkey,[],https://www.enerjisa.com.tr,1.0,Barbaros Mahallesi,90 216 579 05 30,Utilities—Regulated Electric,Begonya Sokak Nida Kule Atasehir Bati Sit . No: 1/1 Atasehir,0.11529,0.045479998,0.19889,557694016.0,2.059,0.109139994,6306601984.0,13.5,buy,8034446000.0,-9858963456.0,17.8,17.2,1.244,0.922,0.10998999,5.0,16.46,216.183,0.30847,18.1,5794281984.0,19498487808.0,54699827200.0,4.906,TRY,46.314,0.798,2.0,IST,ENERJISA ENERJI,Enerjisa Enerji A.S.,Europe/Istanbul,TRST,False,10800000,,EQUITY,ENJSA.IS,,,finmb_33304028,,tr_market,,0.621,,5.383,0.5335121,,2.69,,1181069952.0,,,,7.637,,,,1640908800.0,0.03086,2488029952.0,2.11,1.24,-0.13021445,2.2521935,0.8,1703980800.0,,1656547200.0,,,236213794.0,0.747933,33947727872.0,2.0,,,,,1649635200.0,,1.244,0.3713797,,0.31,,6.394052,,,,0.0,,,16.93,17.0,14.43195,0.07324276,0.5877,,17.36,,11466662.0,16.93,14.999,1.24,17.0,,11466662.0,,,1.24,1649635200.0,,,17.0,TRY,8.15166,4068153.0,,,,20314404864.0,,,7652677.0,17.0,17.2,0.0,4068153.0,17.86,,,10.15,17.21,False,0.0723,0.0,17.36,,17.2,https://logo.clearbit.com/enerjisa.com.tr,34748
ENKAI.IS,Industrials,21119.0,"Enka Insaat ve Sanayi A.S., together with its subsidiaries, operates as a construction company in Turkey, Russia, Kazakhstan, Georgia, Iraq, and internationally. It operates through four segments: Construction, Rental, Energy, and Trading and Manufacturing. The company engages in the construction of industrial and social buildings, and motorways; construction and operation of natural gas fired electrical energy generation facilities; and investment in and development of real estate properties and shopping malls. It is also involved in the marketing and after-sale service of construction machineries, trucks, industrial products, and spare parts; manufacturing of structural steel works; installation and establishment of the technical equipment; and excavation backfilling works and quarrying crushing operation of highway projects. In addition, the company engages in the pile dwelling work; base and superstructure construction; slip form and construction of drilling and ground surveys; organization of conventions and seminars; tour reservations and tickets sales; production of ready-mixed concrete; production and sale of electricity; repair and maintenance of power plants; and provision of architectural design and air transportation services, as well as trading activities. Further, it is involved in various activities, such as material handling and storage systems, auxiliary facilities, water treatment and environmental engineering, infrastructure and construction, control systems, and instrumentation engineering activities. Enka Insaat ve Sanayi A.S. was incorporated in 1957 and is headquartered in Istanbul, Turkey.",Istanbul,90 212 376 10 00,Turkey,[],https://www.enka.com,1.0,Balmumcu Mah.,90 212 376 19 80,Engineering & Construction,Zincirlikuyu Yolu No:10 Besiktas,0.22309,-0.0723,0.23906,10661240832.0,1.693,0.18993999,9275867136.0,6.73,buy,6709307000.0,10300252160.0,16.92,19.05,,2.278,0.04476,4.0,16.19,3.215,-0.03737,24.56,46579097600.0,3427750912.0,41578110976.0,7.957,TRY,7.105,1.892,2.5,IST,ENKA INSAAT,Enka Insaat ve Sanayi A.S.,Europe/Istanbul,TRST,False,10800000,,EQUITY,ENKAI.IS,,,finmb_7658688,,tr_market,,1.59,,7.127,0.9363892,,1.38,,5852020224.0,,,,18.036,,,,1640908800.0,0.039300002,-3006097920.0,0.51,0.466667,-0.13021445,1.0562209,0.70871,1703980800.0,,1656547200.0,,,1999496472.0,0.167521,66107953152.0,2.0,,1654473600.0,107:100,,1649808000.0,,,2.681242,,0.07,,13.804347,,,,0.0,,,18.8,18.97,15.671141,0.034734044,,,19.12,,2631738.0,18.8,18.8944,0.653,18.97,,2631738.0,,,0.65,1649808000.0,,,18.9,TRY,37.35294,1264144.0,,,,111480979456.0,,,5780552.0,18.9,19.05,,1264144.0,21.36,,3.29,9.286667,19.03,False,0.0345,,19.12,,19.05,https://logo.clearbit.com/enka.com,34349
ERBOS.IS,Industrials,312.0,"Erbosan Erciyas Boru Sanayii ve Ticaret A.S. produces and trades in carbon steel tubes and pipes in Turkey. It offers welded steel black and galvanized pipes for use in building heating, mechanical installations, and plumbing and ventilation systems; gas and line pipes used in LPG installation, and boiler tubes for drilling lines, as well as natural gas, petroleum, and gas line projects; and sprinkler pipes that are used for sprinkler systems and fire protection. The company also provides industrial tubes and hollow sections for use in automotive, home appliances, furniture, greenhouse, construction, and transportation industries, as well as fence, industry and building, and solar energy systems. Erbosan Erciyas Boru Sanayii ve Ticaret A.S. was founded in 1974 and is headquartered in Kayseri, Turkey.",Kayseri,90 352 311 35 11,Turkey,[],https://www.erbosan.com.tr,1.0,Anbar Mahallesi 895,90 352 311 35 16,Metal Fabrication,Sokak,0.23371,0.17422001,0.26606,44479016.0,1.559,0.22476,383026112.0,,none,298727066.0,-260096960.0,,122.4,1.839,2.203,0.21601,,,57.087,0.42763,,218232544.0,458357088.0,1638873344.0,10.912,TRY,81.944,1.154,,IST,ERBOSAN,Erbosan Erciyas Boru Sanayii ve Ticaret A.S.,Europe/Istanbul,TRT,False,10800000,,EQUITY,ERBOS.IS,,,finmb_9674105,73fafd38-ad1a-34cf-bec3-44e15dbc72e9,tr_market,,1.539,,6.585,,,,,20000000.0,,,,24.133,,,,1640908800.0,0.24579,285530080.0,4.282,,,5.071893,0.29266,1703980800.0,,1648684800.0,,,13944400.0,1.203517,2522124544.0,2.0,,1554681600.0,383:100,,,,1.839,1.4937091,,,,,,,,,,,120.6,120.7,115.969,0.0074626864,0.063,,123.9,,694621.0,120.6,112.97,0.9,120.7,,694621.0,,,1.57,1653955200.0,,,120.7,TRY,28.584774,232953.0,,,,2448000000.0,,,450047.0,120.7,122.5,0.0,232953.0,151.2,,3.11,82.55,122.4,False,0.0138,0.0,123.9,,122.4,https://logo.clearbit.com/erbosan.com.tr,38002
EREGL.IS,Basic Materials,12714.0,"Eregli Demir ve Çelik Fabrikalari T.A.S., together with its subsidiaries, produces and sells iron and steel rolled products, alloyed and non-alloyed iron, steel and pig iron castings, cast and pressed products, coke, and by-products in Turkey and internationally. Its flat products include hot rolled flat steel products, cold-rolled flat steel products, and galvanized/galvanealed flat steel products; and tin/chrome coated flat steel products used in metal packaging industry. The company also provides various byproducts, including motor benzole, pure benzole, toluol, xylol, crude tar, ammonium sulphate, iron sulphate, and granulated high furnace slag. In addition, it offers port services, such as loading and unloading, maritime, third party, warehouse, liquid and solid waste collection, maritime police, and customs and customs enforcement services. Further, the company engages in renewable energy production, recycling, and trading activities, as well as provision of management and consultancy services. It primarily serves automotive, white goods, construction, pipes and tubes, rolling, general machinery and manufacturing, household appliance, heat and pressure vessel equipment, electrics-electronics, mechanical engineering, energy, shipbuilding, defense, and packaging industries. Eregli Demir ve Çelik Fabrikalari T.A.S. was incorporated in 1960 and is headquartered in Istanbul, Turkey.",Istanbul,90 216 578 80 00,Turkey,[],https://www.erdemir.com.tr,1.0,Barbaros Mahallesi ArdC Sokak No: 6,90 216 469 48 10,Steel,Atasehir,0.36946,0.21313,0.36003,6859555840.0,1.791,0.34210998,32131149824.0,18.0,buy,25516411000.0,-6255842304.0,32.0,31.62,1.149,2.104,0.18733,13.0,32.39,27.147,0.30631,42.9,16182270976.0,22537117696.0,86967328768.0,4.623,TRY,24.848,0.9,2.5,IST,EREGLI DEMIR CELIK,Eregli Demir ve Çelik Fabrikalari T.A.S.,Europe/Istanbul,TRT,True,10800000,,EQUITY,EREGL.IS,,,finmb_879694,00a370af-7294-3072-9550-c21ecabf91f4,tr_market,,1.208,,3.27,,,3.85,,3392160000.0,,,,11.374,,,,1640908800.0,0.08319,18535464960.0,0.945,,,2.7800248,0.61365,1703980800.0,,1648684800.0,,,1775075797.0,0.998743,105060376576.0,2.0,,1365724800.0,113:100,,,,1.149,1.2333379,,0.17,,8.212988,,,,,,,30.74,31.0,30.2614,0.060182173,0.84029996,,32.36,,118306583.0,30.74,28.0016,1.85,31.0,,118306583.0,,,4.45,1647907200.0,,,31.0,TRY,33.46032,46332899.0,,,,107260100608.0,,,70905537.0,31.0,31.62,0.0,46332899.0,36.88,,,16.03,31.6,False,0.16370001,0.0,32.36,,31.62,https://logo.clearbit.com/erdemir.com.tr,34746
ESEN.IS,Utilities,72.0,"Esenboga Elektrik Üretim A.S. engages in the establishment, commissioning, generation, and sale of electricity in Turkey. It owns 39 solar power plants with a total capacity of 44 MWp, as well as is involved in solar power plant contracting business. The company was founded in 2009 and is headquartered in Ankara, Turkey. Esenboga Elektrik Üretim A.S. is a subsidiary of Naturel Yenilenebilir Enerji Ticaret A.S.",Ankara,90 312 467 18 33,Turkey,[],https://www.esenbogaelektrik.com.tr,1.0,Kizilirmak Mahallesi 1450,90 312 467 61 86,Utilities—Renewable,Sokak ATM Plaza B Blok No: 1/68-69 Cukurambar,0.4386,0.73793,0.2843,-387992320.0,1.679,0.26271,273643872.0,,none,169259342.0,336360896.0,,40.52,-0.887,1.93,0.024319999,,,33.445,0.18897,,840243392.0,1419112704.0,623907520.0,13.129,TRY,9.749,1.869,,IST,ESENBOGA ELEKTRIK,Esenboga Elektrik Üretim A.S.,Europe/Istanbul,TRT,False,10800000,,EQUITY,ESEN.IS,,,finmb_689999408,5a9713ae-078a-31c2-8986-d915a53895d8,tr_market,,6.14,,14.0,,,,,,,,,9.232,,,,1640908800.0,0.00078,460397184.0,1.275,,,4.3890815,0.67844003,1703980800.0,,1648684800.0,,,24000000.0,,3830932736.0,2.0,,,,,,,-0.887,,,,,,,,,,,,40.2,40.52,,,,,41.18,,,40.2,,,40.52,,,,,,1660089600.0,,,40.1,TRY,31.780394,685196.0,,,,,,,,40.1,40.54,,685196.0,41.18,,,40.1,40.48,False,,,41.18,,40.52,https://logo.clearbit.com/esenbogaelektrik.com.tr,
FROTO.IS,Consumer Cyclical,14145.0,"Ford Otomotiv Sanayi A.S. manufactures, assembles, imports, exports, and sells motor vehicles and spare parts in Turkey. It offers commercial vehicle spare parts transit and transit custom, and transit courier vehicles; and cargo trucks, as well as engines and powertrain products. The company was founded in 1959 and is based in Istanbul, Turkey.",Istanbul,90 216 564 71 00,Turkey,[],https://www.fordotosan.com.tr,1.0,Akpinar Mahallesi,,Auto Manufacturers,Hasan Basri Caddesi No: 2 Sancaktepe,0.12863,0.11889,0.15652001,15617020928.0,2.119,0.12009,13512096768.0,286.0,buy,11154160000.0,-767212992.0,388.81,357.9,2.707,1.142,0.18191999,12.0,375.49,277.11,1.33964,442.55,13541737472.0,32334800896.0,105044598784.0,38.59,TRY,299.349,0.734,2.2,IST,FORD OTOSAN,Ford Otomotiv Sanayi A.S.,Europe/Istanbul,TRT,False,10800000,,EQUITY,FROTO.IS,,,finmb_882932,b758400f-5305-3642-87f8-0faa58b544d0,tr_market,,1.19,,9.255,,,21.38,,350910016.0,,,,17.22,,,,1640908800.0,0.04289,12488409088.0,15.35,,,20.783972,0.79687,1703980800.0,,1656547200.0,,,68925742.0,1.08082,125048610816.0,2.0,,1104710400.0,1:1000,,,,2.707,1.195594,,,,16.739944,,,,,,,338.0,340.0,282.3755,0.018994084,0.4698,,363.4,,2348331.0,338.0,303.774,6.42,340.0,,2348331.0,,,13.0,1648080000.0,,,340.0,TRY,23.31596,2882508.0,,,,125590691840.0,,,2090401.0,340.0,357.9,0.0,2882508.0,363.4,,4.0,152.0,357.7,False,0.0429,0.0,363.4,,357.9,https://logo.clearbit.com/fordotosan.com.tr,34885
GENIL.IS,Healthcare,547.0,"Gen Ilac Ve Saglik Urunleri Sanayi Ve Ticaret Anonim Sirketi, a pharmaceutical company, manufactures and supplies products to treat rare diseases and disorders worldwide. The company offers its products in various areas, such as neurology, endocrinology, nephrology, oncology, hematology, and pediatric. It has collaborations with various companies. Gen Ilac Ve Saglik Urunleri Sanayi Ve Ticaret Anonim Sirketi was incorporated in 1997 and is headquartered in Çankaya, Turkey.",Çankaya,90 312 219 62 19,Turkey,[],https://en.genilac.com.tr,1.0,Mustafa Kemal Mahallesi 2119.Sk. No:3,90 312 219 60 10,Drug Manufacturers—Specialty & Generic,,0.13972001,0.13527,0.19917,127092944.0,0.528,0.1233,408934016.0,,none,454518673.0,-126908816.0,,24.46,0.688,2.432,0.14916,,,11.794,0.38836,,447896672.0,169563952.0,2926883328.0,1.493,TRY,12.002,1.551,,IST,GEN ILAC,Gen Ilac Ve Saglik Urunleri Sanayi Ve Ticaret Anonim Sirketi,Europe/Istanbul,TRT,False,10800000,,EQUITY,GENIL.IS,,,finmb_130889911,c4273d96-d853-3618-86fb-95c7f46df7a9,tr_market,,2.077,,14.864,,,,,,,,,3.925,,,,1640908800.0,0.02569,395929728.0,0.975,,,6.231847,0.73177004,1703980800.0,,1648684800.0,,,67578000.0,,6078208000.0,2.0,,,,,,,1.025,,,,,,,,,,,,24.5,24.5,,,,,24.66,,,24.5,,,24.5,,,,,,1649808000.0,,,24.22,TRY,25.087177,573976.0,,,,,,,,24.22,24.48,,573976.0,24.66,,,24.22,24.46,False,,,24.66,,24.46,https://logo.clearbit.com/en.genilac.com.tr,06520
GESAN.IS,Industrials,987.0,"Girisim Elektrik Sanayi Taahhut ve Ticaret A.S. operates as an EPC contracting, engineering, sales, and marketing company worldwide. It provides EPC and contracting services for HV and MV substations, transmission lines, thermal power plants, hydroelectrical power plants, wind power plants, solar power plants, geothermal power plants, biomass power plants, combined-cycle natural gas power plants, cogeneration plants, railway electrification, electrification of industrial facilities, infrastructure, urban projects and superstructures, power factor correction, automation and SCADA, and electrical distribution networks. The company offers high voltage breakers and disconnectors, switchgears, epoxy resin sealants, mobile substations, substations and distribution systems, power compensation systems and stations, inverter stations, and energy storage systems; AC and DC low voltage power, command, control, and distribution panel systems; land, roof top, parking lot, and floating type construction systems for solar power plants; automation and SCADA systems, hardware, and software products; and railway electrification and switchgear products. It also provides engineering services, including project design; project management; software design, hardware installation, system commissioning, and testing services; supervision; testing and commissioning; and training, as well as manufacturing and testing services. The company was incorporated in 1999 and is based in Ankara, Turkey.",Ankara,90 312 309 03 44,Turkey,[],https://www.girisimelk.com.tr,1.0,Saray Mah. Atom Cad. No:15,90 312 309 03 54,Engineering & Construction,Kahramankazan,0.27996,0.15195,0.32783002,-173321904.0,8.007,0.27575,529083200.0,,none,439356748.0,-537827008.0,,66.95,18.554,1.798,0.19377,,,53.88,0.47090998,,165336768.0,582628800.0,1889824128.0,1.438,TRY,17.898,1.303,,IST,GIRISIM ELEKTRIK SANAYI,Girisim Elektrik Sanayi Taahhüt ve Ticaret A.S.,Europe/Istanbul,TRT,False,10800000,,EQUITY,GESAN.IS,,,finmb_1675778749,0746552c-e05e-39a3-914c-c0cf148876e0,tr_market,,3.635,,12.985,,,,,,,,,5.068,,,,1640908800.0,0.00035,287154848.0,1.242,,,13.21034,0.7354,1703980800.0,,1648684800.0,,,21678650.0,,6870101504.0,2.0,,,,,,,18.554,,,,,,,,,,,,66.6,67.0,,,,,68.45,,,66.6,,,67.0,,,,,,,,,66.4,TRY,53.90499,879798.0,,,,,,,,66.4,66.95,,879798.0,68.45,,,66.4,66.85,False,,,68.45,,66.95,https://logo.clearbit.com/girisimelk.com.tr,
GLYHO.IS,Industrials,1446.0,"Global Yatirim Holding A.S., through its subsidiaries, engages in the port operations, energy generation, natural gas, mining, brokerage and asset management, real estate, and other businesses in Turkey. The company operates cruise and commercial port facilities; biomass power plants with an installed capacity of 29.2 MW; and solar power plants with 16.8 MWp installed capacity, as well as co/tri-generation with 54.1 MW of installed capacity. It is also involved in the compressed natural gas sales and distribution activities with 13 bulk CNG plants, 9 auto-CNG stations, 341 CNG road tankers, and 67 industrial-scale compressors; and feldspar mining and production business. In addition, the company develops and operates shopping centers, offices, residences, hospitals, schools, hotels, and industrial lands. Further, it offers asset management services; and securities and derivatives trading and portfolio management services to international and Turkish corporate investors. Additionally, it engages in the insurance agency, publishing, storage, food management, ship management, and marine vehicle trade businesses; and construction, maritime, tourism, real estate, and financial investment businesses. The company was formerly known as Global Menkul Degerler A.S. and changed its name to Global Yatirim Holding Anonim Sirketi in October 2004. Global Yatirim Holding A.S. was founded in 1990 and is headquartered in Istanbul, Turkey.",Istanbul,90 212 244 60 00,Turkey,[],https://www.globalyatirim.com.tr,1.0,Esentepe Mahallesi Büyükdere Caddesi 193,90 212 244 61 61,Conglomerates,Apt Blok NO: 193/2 Iç Kapi NO: 2 Sisli,0.07026,0.04605,0.19057,636073472.0,1.788,-0.05702,229404048.0,,none,472455163.0,-1158469504.0,,4.58,,1.012,-0.008640001,,,451.881,-0.050279997,,2188424960.0,11767182336.0,3265086720.0,3.367,TRY,7.81,0.8,,IST,GLOBAL YAT. HOLDING,Global Yatirim Holding A.S.,Europe/Istanbul,TRT,False,10800000,,EQUITY,GLYHO.IS,,,finmb_882888,e47ec161-e9ed-3e89-88b7-f4e9c9d5ca96,tr_market,,3.674,,52.287,,,,,650000000.0,,,,3.343,,,,1640908800.0,0.03491,150351296.0,-1.024,,,1.370027,0.57143,1703980800.0,,1648684800.0,,,450892000.0,0.997068,11994959872.0,4.0,,1104710400.0,1:1000,,,,,0.9117675,,,,,,,,,,,4.56,4.59,2.8455,,0.0,,4.61,,49401328.0,4.56,3.6286,,4.59,,49401328.0,,,,1470787200.0,,,4.51,TRY,,15941064.0,,,,2976999936.0,,,38921504.0,4.51,4.59,0.0,15941064.0,4.61,,,1.75,4.58,False,,0.0,4.61,,4.58,https://logo.clearbit.com/globalyatirim.com.tr,34394
GOZDE.IS,Financial Services,4.0,"Gozde Girisim Sermayesi Yatirim Ortakligi A.S. is a private equity and venture capital firm specializing in investments in early venture, mid venture, late venture, pre-IPO opportunities and in equity private placements, consolidations and buildups, and growth capital financings. The firm targets to invest in non-food companies having financial and operational restructuring needs. It focuses its investment in finance, information and communication technology, retail, renewable energy, real estate, logistics, and agriculture. The firm typically holds controlling or significant minority interests in companies in Turkey. It seeks to act as lead equity investor in strategic minority equity investments. The firm seeks to hold its investment for five to seven years. Gozde Girisim Sermayesi Yatirim Ortakligi A.S. was founded in January 2010 and is headquartered in Istanbul, Turkey with an additional office in Istanbul, Turkey.",Istanbul,90 216 524 34 84,Turkey,[],https://www.gozdegirisim.com.tr/en,1.0,Kisikli Mah. Alemdag Caddesi No:60,90 216 576 22 26,Asset Management,Masaldan Ismerkezi F Blok Kat:4 Üsküdar,-0.026530001,11.60693,0.0796,137085760.0,-1.0,-0.02654,-16322464.0,,none,14877319.0,83832720.0,,9.71,,0.0,-0.00118,,,12.171,0.97391,,74823.0,1326818560.0,615149952.0,0.0,TRY,1.598,0.0,,IST,GOZDE GIRISIM,Gozde Girisim Sermayesi Yatirim Ortakligi A.S.,Europe/Istanbul,TRT,False,10800000,,EQUITY,GOZDE.IS,,,finmb_85067552,3ecb7d4e-38e3-386a-a3aa-e372f0865524,tr_market,,7.696,,-290.029,,,,,385000000.0,,,,10.296,,,,1640908800.0,0.06919,7140001792.0,4.453,,,0.9430847,0.68466,1703980800.0,,1648684800.0,,,123404050.0,1.686348,4733993472.0,2.0,,,,,,,,6.077136,,,,,,,,,,,9.59,9.65,8.8925,,0.0,,9.74,,11829267.0,9.59,8.67,,9.65,,11829267.0,,,,,,,9.64,TRY,2.1805525,3082287.0,,,,3738350080.0,,,6911813.0,9.64,9.71,0.0,3082287.0,10.77,,,5.47,9.7,False,,0.0,9.74,,9.71,https://logo.clearbit.com/gozdegirisim.com.tr,
GUBRF.IS,Basic Materials,1514.0,"Gübre Fabrikalari Türk Anonim Sirketi, together with its subsidiaries, produces and markets chemical fertilizers in Turkey. The company's products include solid, water soluble, slow release, and organic farming fertilizers; and plant growth regulators and soil conditioners, as well as plant protection products. It also produces and trades in fertilizer raw materials; and provides ports services to third parties for the loading and unloading of dry, liquid, and general cargoes. The company was founded in 1952 and is headquartered in Istanbul, Turkey. Gübre Fabrikalari Türk Anonim Sirketi is a subsidiary of Türkiye Tarim Kredi Kooperatifleri Merkez Birligi.",Istanbul,90 216 468 50 50,Turkey,[],https://www.gubretas.com.tr,1.0,Merdivenkoy Mah. Bora Sk. No: 1,90 216 407 10 11,Agricultural Inputs,Kat: 12-30-31 Kadiköy,0.16397,0.05968,0.21722001,130505552.0,2.379,0.14833,2680581120.0,,none,2584968074.0,168816976.0,,118.0,3.672,1.128,0.14271,,,57.059,0.28873,,2740617728.0,2986990336.0,16347802624.0,8.205,TRY,48.946,0.487,,IST,GUBRE FABRIK.,Gübre Fabrikalari Türk Anonim Sirketi,Europe/Istanbul,TRT,False,10800000,,EQUITY,GUBRF.IS,,,finmb_20394463,2709472c-ae79-3de6-920b-df8a7c845b7a,tr_market,,1.938,,11.817,,,0.35,,334000000.0,,,,3.234,,,,1640908800.0,0.01421,975642752.0,0.785,,,36.487324,0.84613,1703980800.0,,1648684800.0,,,80316980.0,1.096314,31676434432.0,2.0,,1386288000.0,400:100,,,,3.672,2.4108438,,,,337.14285,,,,,,,113.9,115.0,82.63125,0.00087796315,0.0,,120.7,,5403030.0,113.9,90.896,0.1,115.0,,5403030.0,,,,1469750400.0,,,115.0,TRY,150.31847,3870930.0,,,,39411998720.0,,,3605432.0,115.0,118.1,0.0,3870930.0,122.9,,,45.62,117.7,False,,0.0,120.7,,118.0,https://logo.clearbit.com/gubretas.com.tr,34732
